jokes,is_funny,proba
"title: What is the worst icebreaker? 
body:

It can take 3 hours to put ice in a barrel, but by the time they open the gate it will be too late.",1,0.6059187650680542
"title: What are your thoughts on monorails? 
body:

I would probably use one now.",1,0.606529951095581
"title: What's a pirate's favorite letter? 
body:

Hank, I don't have a favorite letter.",0,0.4897773563861847
"title: What do you call a rabbit roaming with a pack of lions? 
body: A pack of cheetahs.""

I've had two heart attacks, and they're always the same: I cry, and I cry, and I cry. 

I'm a good person, but I don't always have to do what I think is right.",1,0.7500617504119873
"title: How do you make a tissue dance? 
body:

Try this on for size, I'm your mother. 

*

*

*

*

*

*",1,0.6017467379570007
"title: I just got a haircut, but I'm not sure I like it. 
body:

""",1,0.6109731197357178
"title: How do you make Holy Water? 
body:

You put two sticks of holy water in a jar.",1,0.6234850287437439
"title: What's the most dangerous animal in the world? 
body:

The bear.""",1,0.5127175450325012
"title: Why is it so hard to break up with a Japanese Girl? 
body:

Because it is impossible to break up with a Japanese girl. 

And, because it is impossible to break up with a Japanese Girl.",1,0.5097862482070923
"title: Why did the chicken cross the road? 
body:
-I went into hiding, because what is better in the world than a good hiding place?",1,0.572441041469574
"title: Why did the producers of 007 films use government debt to fund their newest film? 
body:

They couldn't afford to repay the loan

Sorry, this has been archived and will no longer be updated.",1,0.585753858089447
"title: I feel so bad for the necrophiliac's sister. 
body: He's been so fucking rude about her.""

The doctor looked at the man and said, ""Don't worry, he was doing it so many times, you'll figure it out. It's just that you're the only one who knows how to fix it.""

**""It was just a joke""**",1,0.7450256943702698
"title: What's the difference between you and a Calendar? 
body:

I'm a calendar.",1,0.5459126830101013
"title: This guy proposed to his wife after walking away from a terrible car accident without a scratch. He said ""Life's too short and it can end at any time."" 
body:

She replied ""Don't worry. You're already married and you're so happy that you're having sex with this guy.""",1,0.7295446395874023
"title: Roses are red. 
body:

*TIL * The term for a ""nudge"" is *nudging-a*",0,0.4952576160430908
"title: These reports of a major snowstorm hitting the Northeast don't concern me. 
body: It is a natural event.",1,0.5584620833396912
"title: Those ads actually ran. 
body:


After much confusion over who was running the ads, the guy said, ""It's the same guy. He's also a plumber.""",0,0.49555790424346924
"title: Burnt my Hawaiian pizza today. 
body: You can't see my lips.""
 body:",1,0.6526817083358765
"title: I hate how you cant even say black paint anymore. 
body: You look black for a bitch!""",0,0.44382962584495544
"title: What's the difference between a Jew in Nazi Germany and pizza ? 
body:

Pizzas are all about diversity!",1,0.6139358878135681
"title: I recently went to America.... 
body: I came here with 1 suitcase. I'm not afraid of heights, I'm not afraid of heights.

""What do you think of me? I was born on a mountain. I'll always remember that.""",1,0.502936840057373
"title: Brian raises his hand and says, “He’s in Heaven.” 
body:

A few moments later, a voice comes over the phone and says, “He’s in Heaven, too.”",1,0.6608405709266663
"title: You hear about the University book store worker who was charged for stealing $20,000 worth of books? 
body:

He was only charged with stealing $20,000 worth of books.",1,0.5948435068130493
"title: Why is it unknown on how pterodactyls urinate especially during flight? 
body:

Panther

Source: https://www.youtube.com/watch?v=pGv7Qe8KJYc",0,0.47087225317955017
"title: Why women need legs? 
body:

Because the men always beat the living shit out of me.",1,0.5175538063049316
"title: I walked into a PETA adoption center and the receptionist asked me what kind of dog I wanted 
body:
and I replied ""My cat, Kitten.""",1,0.7150034308433533
"title: How did TV studios make words appear on screen before computers? 
body:

I've never found out, but it seems like it was once the case.",1,0.5746859312057495
"title: How do you find Will Smith in the snow? 
body:

You do it:

1. Walk into a bar and order a beer and a shot
2. Walk out with a beer, a shot and a coke",1,0.5734689235687256
"title: Remember when you were a kid and when you cried your parents said, ""I'll give you a reason to cry""? 
body:



And since you're such a perfectionist you've started to believe that's the case, and you'll get better.

You'll stop being perfectionist and start being happy.",1,0.5904582142829895
"title: Remember, you can't spell Valentine's Day without... 
body:

[Slightly out of breath]",0,0.4573400616645813
"title: Happy try not to jump off a bridge day! 
body: You won't know what hit you when you land.""",0,0.47815603017807007
"title: My boss said to me, ""you're the worst train driver ever. How many have you derailed this year?"" 
body:

I said, ""one"" 

""That was the worst part,"" my boss told me, ""You've never been more wrong than this."" 

So I went to a different class",1,0.7224586606025696
"title: If I get a bird I'm naming it Trump 
body:"".",1,0.6018443703651428
"title: I was going to get a headjob for Valentines Day 
body: 
Hmmm... I guess I'll give this a shot  
P.S. I'll be back later today with a new, shiny, new penis...",1,0.5167482495307922
"title: A mother went into a coma after giving birth to twins 
body:

She woke up hours later and couldn't walk because of a brain tumor

She had a stroke and died

In this week's comic, we will discuss why you should never give a man a blowjob without first going home with him.",1,0.7629228830337524
"title: What do you call an exercise machine with a strobe light? 
body:
 body: A strobe light.",1,0.6773722171783447
"title: My dad has a heart of a lion 
body:

And he doesn't like me saying shit 

It's not my fault.

I'm not a bad person

You know what I'm good for:

My dad is a good person.

My Mom is a good person

And that's why I'm still here.",1,0.7506288886070251
"title: Smaller babies may be delivered by a stork. 
body:

The stork's name is ""The Baby.""",0,0.4336269199848175
"title: A monkey is getting stoned in a zoo... 
body: 
""What's the matter, Mr. Monkey?"" She asked.   
The monkey replied, ""Hey lady, I'm here to get stoned in the zoo. There's a huge python in the garden. I'm gonna take it to the front door and fuck it.""",1,0.7182337045669556
"title: I've translated a popular Russian joke to English , wanna hear you reaction )) 
body: 

Hahaha, you're my favorite!",0,0.4901497960090637
"title: What did the mommy bean say to her son when he asked for money? 
body:
""Don't ask me.""",1,0.5188103914260864
"title: When You Break Up At 11:59 Tonight 
body:

""A little later, the waiter arrives.  He asks her, 'How much for the whole meal?'  And she says, 'Five dollars'."" 

""Five dollars?  I don't understand, that's an awful lot of money!"" 

""Oh you're wrong!  Just five dollars; you'll have enough to eat at your favorite restaurant for two days!""",1,0.7628986239433289
"title: I wanted to buy an Audi. 
body:

The waitress looks very puzzled. 

She explains: ""I thought you wanted to buy an Audi, but you don't.  You want to buy an Audi.""

The other diner asks: ""Well, what do you want it for?"" 

She responds, ""For the price of an Audi, your wife can have all the power in the world!""",1,0.7683630585670471
"title: I'm Trying to Remember The Name of A Song 
body:
 Body:  

Hey, how'd you hear that? 

I do. 

I'm trying to remember the name of a song. 

I want to know what it's called when you stand on it and go ""ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh"". 

No idea, I just thought of a song.",1,0.74532151222229
"title: What are minorities? 
body: 

People that have a different opinion of the blacks than the whites.",1,0.5929434299468994
"title: Did you hear that Donald Trump is technically a plant? 
body:


Yes, the only thing worse than a plant is a plant who doesn't get it.",1,0.5652321577072144
"title: i had trouble swallowing a viagra last night 
body:

but she told me it was the best feeling that ever i had",1,0.5933653116226196
"title: What is the king of all school supplies? 
body: Well, it's a board.",0,0.4954422414302826
"title: A rugby player was hurt very badly during a scrum and he had both of his ears ripped off... 
body:

The rugby player was so lucky! His ear was not even torn, but he had the same horrible condition as the rugby player in that he had both of his ears ripped off...

He did what I tell you, you have a lucky ear!",1,0.7678582072257996
"title: A man was in his front yard mowing grass when his attractive blonde female !! 
body:
he asked his dog to go in the backyard and play with him. The dog happily went into the yard and came back with a big blue ball wrapped around his neck. 
The blonde man asked him what the ball was. 
The dog said ""It's my penis.""",1,0.7498024106025696
"title: A woman runs into a doctor’s office and says “DOCTOR! DOCTOR! You have to help me! Everywhere I touch on my body it hurts!” 
body:

The doctor looks at her in disbelief, “That’s the worst I have ever seen you!” The woman says “Yes it is. I have been sitting on a pile of needles for over 10 years. I never thought it would be worse!” The doctor, amazed, replies, “What do you mean?”

“I have a boyfriend.”",1,0.7546730041503906
"title: Why did the producers of 007 films use government debt to fund their newest film? 
body:

The original production crew was all debt-free.

What's the difference between a prostitute and a prostitute's vagina?

A prostitute can handle a little blow.",1,0.666374921798706
"title: Pocket empty day ! 
body:

:D",0,0.4862879514694214
"title: I want to see that new movie coming out with Scarlett Johannson… 
body:

""No, I want to see that new movie with an all black cast…""",1,0.5433648824691772
"title: Man gets lost in the desert. 
body:

""Haven't heard anything from the other side, have you?"" The man asked. 

""I don't know, but it's been a couple weeks.""",1,0.6809143424034119
"title: Site of the 2017 Dane county massacre. 
body:

# # #",0,0.43199604749679565
"title: He fucked what? 
body:

A fish.",1,0.5032614469528198
"title: My wife wants to eat somewhere shes never eaten before for V-Day 
body: ""

The older brother replies, ""No you silly,  she'll never forget that place.""",1,0.6826226115226746
"title: I was offered sex with a 21 yr old today 
body:
""It's $1.50 for the whole thing"" he replied.

""But how much did you get?"" I asked

""For this I got a blow job"" he replied.

""A blow job how much?""

""$1.50"" he replied

""That's it"" I said.

I paid him and was glad I did.",1,0.7695503830909729
"title: 3 women talk 
body:
 body: I know that I have a lot of potential and that I can be a great father.",1,0.6742197871208191
"title: There are two types of people 
body:
1. People who enjoy the sound of sex but don't want to say it out loud. 2. People who enjoy sex but don't want to say it out loud.
The first type, the one who doesn't want to say it, is called a ""sex addict"".",1,0.7584730982780457
"title: Why did the computer squeak? 
body:

The computer was not squeaky. It was a very squeaky machine.",1,0.573771595954895
"title: i found a place where the recycling rate is 98%. 
body: She said, ""I think you're crazy.""  He says, ""If you're going to be a junkie, you should start with something simple.""  She said, ""Well, I'm going to start by throwing out the trash.""  I said, ""What did you throw out?""  She said, ""I'm dumping the garbage.""",1,0.7606363892555237
"title: Valentine's day fights 
body:

That were a great feeling 

When my wife looked at me and said, ""No way!""",1,0.5328968167304993
"title: I feel so bad for the necrophiliac's sister 
body:
and I'm really sorry...
But I'm sorry for the two guys that died when he tried to eat another guy. 

I don't know what to say about this...
What, are they just fucking around?",1,0.6057847738265991
"title: Julian Lennon messed up breakfast 
body:""",0,0.4689086675643921
"title: I hear the Mexicans are planning an attack on America 
body:!""",1,0.5643056631088257
"title: I bought my friend an elephant for their room. 
body:

She went to the bathroom and I went to the bathroom. 

I went back and I didn't have a penis. 

She said, ""I didn't know you liked to have sex with me."" 

""You don't think I did?"" I asked. 

""No,"" she said, ""I just wanted to see where I was with you.""",1,0.7704752087593079
"title: You're laughing because I'm laughing. 
body: You're not! I'm a girl.  Not every girl has ears.""

The old man shakes his head and says, ""What kind of an idiot is that?""

With a laugh, the old man stands up, wipes his hand to cover his eyes from his hair, and walks to the door.  

The man behind him says, ""Sorry, I don't serve my customers in the corner.""",1,0.7689813375473022
"title: his guy proposed to his wife after walking away from a terrible car accident without a scratch. He said ""Life's too short and it can end at any time."" 
body:

He gave her a very generous hand job, bought her a new car and gave her a good salary. She said, ""Thank you, but I don't think it's worth it.""",1,0.7683849930763245
"title: First woman on mars. 
body: 
""My husband is an idiot""",1,0.5068702697753906
"title: Bad Advertisement 
body:

* You can get a haircut like that from the local barber.",1,0.5252996683120728
"title: Those ads actually ran. 
body: It was a couple of days before the election day, there isn't a single ad in the newspaper that mentions Trump and Hillary Clinton. The only ad that mentions either candidate is one called ""Trump and Hillary Clinton walk into a bar.""",1,0.6187484264373779
"title: Why is the camel called the ship of the desert? 
body:

Because it was built on sand.",1,0.5541617274284363
"title: A Man Gets Really Drunk 
body:

There was a man who was really drunk. He got really drunk in front of a group of people and started to say things the drunk was listening to when he noticed a little girl staring at him. He went to the girl and asked, ""What is up with that girl?"" She said, ""Did I look sexy? Is she your girlfriend?"" The drunk replied, ""No, she's just a little girl.""",1,0.7692209482192993
"title: What's the best thing about living in Switzerland? 
body:

I'm the only person there who knows what a good German is.",1,0.5928269624710083
"title: A milestone 
body:
- 
I went to the gym the other day and my back ached. I feel like this is some kind of joke.

- If I was a fat girl who's back was like this, I would be a total perv.

- Do you think I went to the gym? Because I did, and I'm really sorry. I promise I'll be back.

- I'll be right back.",1,0.744385302066803
"title: What part of the house got busted for drugs? 
body:

The dog",1,0.5539509057998657
"title: Relationships are a lot like algebra. 
body: It's hard and you have to practice to master it.

And you have to be careful not to make her laugh when you're drunk.  If you can't do that, she might be jealous.",1,0.5437880158424377
"title: If Harry Potter were about pirates: 
body:

They would be the bad guys.",1,0.5051327347755432
"title: US Politics are 
body:

very much like football.
 body:",0,0.49665969610214233
"title: What's a ninjas favorite drink? 
body:


The drink.",0,0.4436812996864319
"title: I used to hate the ballet 
body:
and all I got was all the pieces, but now I know
that it's all just for show. Now they are just for my
gift. You know what the rest of the day is for, I don't know
why I'm doing this, but it's making me happy.
*Grunts*",1,0.7673177719116211
"title: Life is like a diploma 
body:!""",0,0.4448133707046509
"title:  How do you encourage a bear to eat cheese? 
body:",1,0.6508936285972595
"title: Why was the orchestra teacher angry? 
body:

A) ""The kid was crying""",0,0.4788357615470886
"title: A fat man is watching television 
body:
And he says: 
""Wow! I've never seen anything like this!"" The man looks at the woman and says
""My wife is really getting hot right now!""",1,0.7180097699165344
"title: In the beginning, God created the dog. 
body: The dog walks into a bar. After a while, the dog says to himself, ""This is the future.""  After a few beers, the dog then decides to go on a date.  A woman approaches the dog and says, ""I don't believe in this dog.  It would have been a good date but I didn't want to ruin it."" The dog shakes his head and says, ""I'll show you tomorrow.""",1,0.7636426091194153
"title: What's the quickest way to get in touch with your inner self? 
body:

""Just say NO and say YES!""",1,0.5562015771865845
"title: What do you get when you combine Richard Simmons with Stephen Hawking? 
body:

You get Stephen Hawking and a box with an egg on it!",1,0.5504714250564575
"title: A marketing executive walks into a bar 
body:

The bartender: ""Whoops, that's a louse!""

The executive: (starts laughing) ""Well, that's because these guys are from the company that makes condoms!""",1,0.5574791431427002
"title: What do you call the presidential toilet? 
body:

A dump",1,0.5941012501716614
"title: Why is Tumblr bad for you? 
body: It's only great for you.""

I said, ""But my dad said it was the best thing he ever did.""

He said, ""No it wasn't, he was just fucking with me.""",1,0.7103453874588013
"title: What is the shittiest part of Object Oriented Programming? 
body:

The fact that you can't even. 

What is the shittiest part of Object Oriented programming?",1,0.541669487953186
"title: Dad Joke 
body: (This one is in my heart)",0,0.4346722662448883
"title: I love open-minded people. 
body: 

You're not, 

No. 

Not even close.",1,0.5700207948684692
"title: Who came first. The chicken or the egg 
body:?"" 

To this he replied, ""The chicken!"" 

And I said, ""Why did you say the egg?"" 

""Because when you get mad and yell it, my brother is going to kick your ass!"" 

""I hate that guy.""",1,0.725565493106842
"title: Where do you find a dog with no legs? 
body:

In the bathroom.",1,0.5569867491722107
"title: What's the deal with airline food? 
body:

You get to see what the fuck the flight attendants and flight attendants get up to, and what all their shenanigans are. 

There are so many interesting people in this world, that this sort of thing would be awesome if we could all just meet up and eat together! 

Anyway, a big thank you to everyone who donated, it really helped!",1,0.6501740217208862
"title: I like my soda like I like my women 
body: - so I'd rather have a black man than a white man.",0,0.4477303624153137
"title: What is the worst icebreaker? 
body:

A. A little old woman.",1,0.5056813955307007
"title: What are your thoughts on monorails? 
body:


... I'm always a little skeptical about public transportation.",1,0.6001258492469788
"title: What's a pirate's favorite letter? 
body:

(

And that's why you're reading this. )",1,0.509251058101654
"title: What do you call a rabbit roaming with a pack of lions? 
body:

A lion-like person.",1,0.656453013420105
"title: How do you make a tissue dance? 
body:

- 

- 

- 

- 

- 

- 

- 

- 

- 

- 

- 

- 

- 

- 

- 

- 

- 

-",0,0.48775649070739746
"title: I just got a haircut, but I'm not sure I like it. 
body: 

I'm going to take a test to see if I have any hair left in me, so I might have a better chance of winning. 

Well, if I have a good excuse, I'll come back later. 

But if she asks me out again, I'm going to be very careful. 

She's coming back.""",1,0.7254133224487305
"title: How do you make Holy Water? 
body:

A: Buy it at the store.",1,0.6173840761184692
"title: What's the most dangerous animal in the world? 
body:

The lion",1,0.5223288536071777
